Reviews,Size,Installs,Type,Price,'Content Rating',Genres,'Last Updated',Rating
2123381,49,100000000,0,0,1,9,2018,4.5
2123793,49,100000000,0,0,1,9,2018,4.5
776730,49,10000000,0,0,2,2,2018,4.5
260527,49,10000000,0,0,1,3,2017,5
37139,49,1000000,0,0,2,2,2018,5
526595,49,10000000,0,0,2,3,2018,5
172281,50,5000000,0,0,1,5,2018,4
71476,50,1000000,0,0,2,2,2018,4.5
1012,50,10000,0,0,3,2,2015,4.5
10306,50,1000000,0,0,4,2,2018,4.5
10354,50,1000000,0,0,4,2,2018,4.5
10493,50,1000000,0,0,4,2,2018,4.5
10538,50,1000000,0,0,4,2,2018,4.5
1397944,50,10000000,0,0,3,2,2018,4.5
2032,50,50000,0,0,3,1,2018,4.5
1041836,50,10000000,0,0,3,2,2015,4.5
1117212,50,50000000,0,0,1,4,2018,4.5
100805,50,1000000,1,2.99,3,2,2014,5
280098,50,10000000,0,0,1,3,2018,5
27856,50,100000,1,2.99,3,2,2015,5
71468,51,1000000,0,0,3,1,2018,4.5
39698,51,5000000,0,0,1,3,2016,4.5
344819,51,5000000,0,0,3,2,2016,4.5
26744,51,500000,0,0,3,7,2018,4.5
137338,51,5000000,0,0,1,11,2018,5
260651,51,10000000,0,0,1,3,2018,5
2691,52,100000,0,0,3,8,2017,4
771001,52,50000000,0,0,2,2,2018,4.5
2251012,52,100000000,0,0,1,11,2018,4.5
1986068,52,50000000,0,0,3,7,2018,4.5
415,52,10000,0,0,4,8,2018,4.5
446434,52,10000000,0,0,1,1,2018,4.5
14198297,52,100000000,0,0,1,16,2018,4.5
14198602,52,100000000,0,0,1,16,2018,4.5
14200344,52,100000000,0,0,1,16,2018,4.5
14200550,52,100000000,0,0,1,16,2018,4.5
14201604,52,100000000,0,0,1,16,2018,4.5
14201891,52,100000000,0,0,1,16,2018,4.5
100609,52,1000000,0,0,3,2,2018,5
8038,52,100000,0,0,3,4,2018,5
466495,52,10000000,0,0,3,1,2018,5
355,53,10000,0,0,3,8,2018,4.5
45558,53,5000000,0,0,2,2,2018,4.5
240416,53,5000000,0,0,1,5,2018,4.5
5387639,53,100000000,0,0,1,11,2018,4.5
5387781,53,100000000,0,0,1,11,2018,4.5
5465624,53,100000000,0,0,3,2,2018,4.5
5476569,53,100000000,0,0,3,2,2018,4.5
5476569,53,100000000,0,0,3,2,2018,4.5
5534114,53,100000000,0,0,3,2,2018,4.5
62561,53,1000000,0,0,1,4,2018,5
4719,54,500000,0,0,1,2,2018,4
23168,54,1000000,0,0,3,8,2018,4
395,54,50000,0,0,3,2,2017,4.5
7279,54,1000000,0,0,1,11,2018,4.5
15763,54,1000000,0,0,1,3,2018,4.5
128367,54,1000000,0,0,1,3,2017,4.5
1381624,54,10000000,0,0,3,2,2017,4.5
1381820,54,10000000,0,0,3,2,2017,4.5
133180,54,1000000,0,0,2,3,2018,5
2180,55,100000,0,0,2,2,2018,4.5
249308,55,10000000,0,0,1,3,2017,4.5
13788,55,1000000,0,0,1,3,2017,4.5
137696,55,5000000,0,0,4,5,2018,4.5
16601,55,500000,0,0,3,15,2018,4.5
4487182,55,50000000,0,0,3,2,2018,4.5
41444,56,1000000,0,0,3,2,2016,4.5
794058,56,10000000,0,0,1,10,2018,4.5
1343106,56,10000000,0,0,3,2,2018,4.5
1343866,56,10000000,0,0,3,2,2018,4.5
192374,56,10000000,0,0,1,11,2018,4.5
12736,56,1000000,0,0,3,3,2017,4.5
125652,56,10000000,0,0,1,2,2018,4.5
208501,56,1000000,0,0,3,8,2018,4.5
168717,56,10000000,0,0,4,13,2018,4.5
2027,56,100000,0,0,3,8,2018,5
753043,57,100000000,0,0,3,2,2018,4.5
51791,57,1000000,0,0,1,11,2018,4.5
2178,57,500000,0,0,1,11,2018,4.5
19816,57,1000000,0,0,1,11,2017,4.5
1604146,57,10000000,0,0,3,2,2018,4.5
946926,57,50000000,0,0,1,14,2018,4.5
946926,57,50000000,0,0,1,14,2018,4.5
3883589,57,100000000,0,0,1,12,2018,5
37789,58,1000000,0,0,3,8,2018,4
2903386,58,100000000,0,0,4,2,2018,4.5
634159,58,10000000,0,0,3,2,2018,4.5
6181640,58,100000000,0,0,1,3,2017,4.5
4416,59,500000,0,0,3,7,2017,3.5
234606,59,10000000,0,0,1,2,2018,4.5
16876,59,1000000,0,0,3,6,2018,4.5
8432,59,500000,0,0,2,8,2018,4.5
121612,59,1000000,0,0,3,2,2017,4.5
1432447,59,50000000,0,0,1,3,2017,4.5
16815,59,1000000,0,0,3,2,2018,4.5
1128805,59,50000000,0,0,3,3,2018,4.5
1135631,59,50000000,0,0,3,3,2018,4.5
1137267,59,50000000,0,0,3,3,2018,4.5
1137271,59,50000000,0,0,3,3,2018,4.5
1138239,59,50000000,0,0,3,3,2018,4.5
96028,59,1000000,0,0,3,3,2018,5
292164,59,10000000,0,0,2,2,2018,5
46801,60,1000000,0,0,1,1,2018,3.5
246538,60,5000000,0,0,3,1,2018,4.5
33661,60,100000,1,2.99,1,1,2018,4.5
461137,60,10000000,0,0,1,3,2018,4.5
462614,60,10000000,0,0,1,3,2018,4.5
947515,60,10000000,0,0,3,2,2018,4.5
4229977,60,100000000,0,0,1,2,2018,4.5
4230886,60,100000000,0,0,1,2,2018,4.5
6121,61,500000,0,0,4,2,2018,4
47340,61,1000000,0,0,3,1,2018,4.5
306,61,10000,0,0,1,8,2018,4.5
105620,61,1000000,0,0,2,2,2018,4.5
49971,61,5000000,0,0,1,3,2017,4.5
55952,61,1000000,0,0,2,3,2017,5
1987,62,100000,0,0,4,2,2017,4
108336,62,1000000,0,0,1,8,2016,4
263907,62,10000000,0,0,2,2,2016,4
8116142,62,500000000,0,0,1,2,2018,4.5
2351,62,100000,0,0,1,10,2018,4.5
48256,62,1000000,0,0,1,9,2018,5
901,63,50000,0,0,1,8,2018,3.5
41683,63,1000000,0,0,1,3,2017,4
9898,63,1000000,0,0,4,2,2018,4.5
29062,63,1000000,0,0,1,7,2017,4.5
492,63,100000,0,0,3,2,2017,4.5
205830,63,10000000,0,0,1,4,2018,4.5
18621,63,100000,1,2.99,1,4,2018,4.5
18652,63,100000,1,2.99,1,4,2018,4.5
8921451,63,100000000,0,0,1,11,2018,4.5
121533,63,10000000,0,0,1,3,2016,4.5
1125438,63,10000000,0,0,1,12,2018,4.5
515240,63,10000000,0,0,1,2,2018,5
515657,63,10000000,0,0,1,2,2018,5
541144,63,10000000,0,0,3,3,2018,5
759838,63,10000000,0,0,1,3,2017,5
760628,63,10000000,0,0,1,3,2017,5
951,64,100000,0,0,3,2,2018,4.5
156862,64,5000000,0,0,2,2,2018,4.5
584126,64,10000000,0,0,2,15,2018,5
178723,65,10000000,0,0,1,11,2016,4
240,65,50000,0,0,3,2,2017,4.5
157264,65,10000000,0,0,1,3,2016,4.5
501,65,10000,0,0,3,7,2018,4.5
26649,66,5000000,0,0,3,2,2018,4
327599,66,10000000,0,0,3,2,2017,4.5
354373,66,10000000,0,0,2,2,2017,4.5
153,67,10000,0,0,1,2,2016,4
923,67,100000,0,0,3,2,2018,4
364,67,50000,0,0,2,2,2018,4.5
2113,67,100000,0,0,2,2,2018,4.5
350,67,50000,0,0,1,2,2018,4.5
1489,67,100000,0,0,3,2,2018,4.5
6198563,67,100000000,0,0,1,12,2018,4.5
6198880,67,100000000,0,0,1,12,2018,4.5
6199095,67,100000000,0,0,1,12,2018,4.5
4447346,67,100000000,0,0,2,8,2018,4.5
183,68,10000,0,0,1,11,2018,4.5
201537,68,5000000,0,0,3,7,2018,4.5
3452530,68,100000000,0,0,1,2,2018,4.5
29505,69,1000000,0,0,1,5,2018,4
27557,69,5000000,0,0,3,2,2018,4
3878,69,500000,0,0,1,2,2018,4.5
257724,69,10000000,0,0,2,16,2018,4.5
4066980,69,100000000,0,0,2,13,2018,4.5
10795,69,100000,1,5.99,1,14,2017,5
1221896,70,100000000,0,0,1,2,2018,4
52163,70,1000000,0,0,4,2,2016,4.5
5829,70,100000,0,0,3,13,2018,4.5
125,70,5000,0,0,3,8,2016,4.5
309176,70,5000000,0,0,2,14,2018,4.5
2119218,70,50000000,0,0,2,2,2018,4.5
2119235,70,50000000,0,0,2,2,2018,4.5
7614130,70,100000000,0,0,1,12,2018,4.5
401425,70,10000000,0,0,1,2,2017,4.5
401648,70,10000000,0,0,1,2,2017,4.5
84911,71,10000000,0,0,1,3,2018,4.5
267395,71,5000000,0,0,2,2,2018,4.5
4304,71,100000,0,0,1,10,2018,5
1167,72,100000,0,0,3,2,2018,4.5
340,72,50000,0,0,4,2,2017,4.5
655067,72,10000000,0,0,3,3,2017,4.5
655145,72,10000000,0,0,3,3,2017,4.5
46416,73,10000000,0,0,1,3,2018,4.5
88901,73,10000000,0,0,3,2,2018,4.5
528550,73,10000000,0,0,3,3,2018,5
14563,74,1000000,0,0,2,8,2017,4
22426677,74,500000000,0,0,1,12,2018,4.5
9882639,74,100000000,0,0,1,16,2018,5
2151039,75,50000000,0,0,3,2,2018,4.5
3777822,75,100000000,0,0,1,3,2018,4.5
3778921,75,100000000,0,0,1,3,2018,4.5
989158,75,10000000,0,0,1,2,2018,5
3845,76,500000,0,0,2,3,2018,4.5
910051,76,10000000,0,0,3,1,2018,4.5
27711703,76,1000000000,0,0,2,3,2018,4.5
120592,77,10000000,0,0,2,13,2018,4
3941129,77,50000000,0,0,3,2,2018,4.5
811040,77,10000000,0,0,3,13,2018,5
148177,78,10000000,0,0,1,3,2018,3.5
154108,78,5000000,0,0,1,11,2015,4
3371,78,100000,0,0,3,2,2017,4.5
1300490,78,50000000,0,0,1,9,2018,4.5
1300619,78,50000000,0,0,1,9,2018,4.5
28510,78,500000,0,0,3,1,2018,4.5
14989,78,500000,0,0,3,1,2018,5
2694969,78,100000000,0,0,1,2,2018,5
2698348,78,100000000,0,0,1,2,2018,5
2698882,78,100000000,0,0,1,2,2018,5
2698889,78,100000000,0,0,1,2,2018,5
1732263,78,50000000,0,0,1,9,2018,5
145,79,10000,0,0,1,2,2018,4
4147718,79,100000000,0,0,1,3,2015,4.5
469,80,10000,0,0,1,8,2017,4
29798,80,1000000,0,0,4,2,2017,4.5
650114,80,10000000,0,0,3,2,2018,4.5
201426,80,5000000,0,0,3,2,2018,4.5
29940,80,1000000,0,0,1,2,2018,4.5
18996,81,1000000,0,0,3,13,2018,4.5
56496,81,1000000,0,0,3,2,2018,4.5
224514,81,5000000,0,0,3,13,2018,4.5
14253,81,1000000,0,0,1,11,2018,4.5
16851,81,100000,1,1.99,2,10,2018,5
3322,82,100000,0,0,4,2,2017,4
3846378,82,50000000,0,0,1,11,2018,4.5
25094,82,1000000,0,0,3,15,2018,4.5
955614,82,10000000,0,0,3,2,2018,4.5
955656,82,10000000,0,0,3,2,2018,4.5
161637,82,10000000,0,0,4,2,2018,4.5
3197865,82,100000000,0,0,1,3,2018,4.5
3198176,82,100000000,0,0,1,3,2018,4.5
32506,82,1000000,0,0,1,16,2018,5
59017,82,1000000,0,0,3,2,2018,5
59017,82,1000000,0,0,3,2,2018,5
7699,83,500000,0,0,4,2,2017,4.5
745684,83,5000000,0,0,3,15,2018,5
21423,84,1000000,0,0,1,2,2018,4
90415,84,10000000,0,0,1,3,2018,4.5
245455,84,10000000,0,0,2,2,2018,4.5
285814,84,10000000,0,0,3,2,2018,4.5
7412,84,100000,1,4.99,3,13,2018,4.5
159063,85,1000000,0,0,1,10,2018,4
68057,85,10000000,0,0,1,12,2018,4.5
10421284,85,100000000,0,0,1,8,2018,4.5
10424925,85,100000000,0,0,1,8,2018,4.5
145353,85,10000000,0,0,3,3,2018,4.5
1088,86,100000,0,0,3,2,2018,4
195558,86,10000000,0,0,1,3,2018,4.5
10440,86,50000,1,4.99,3,2,2018,4.5
2308916,87,10000000,0,0,3,2,2018,4.5
2311785,87,10000000,0,0,3,2,2018,4.5
230710,87,10000000,0,0,1,5,2018,5
230727,87,10000000,0,0,1,5,2018,5
230727,87,10000000,0,0,1,5,2018,5
230849,87,10000000,0,0,1,5,2018,5
7972,88,500000,0,0,3,2,2017,4
229329,88,10000000,0,0,4,2,2017,4
336386,88,10000000,0,0,2,2,2018,4.5
24628,88,1000000,0,0,1,2,2018,4.5
10979062,88,100000000,0,0,2,2,2018,5
10981850,88,100000000,0,0,2,2,2018,5
20691,89,1000000,0,0,1,11,2018,4.5
3058687,89,100000000,0,0,2,3,2016,4.5
371318,90,10000000,0,0,2,3,2018,4.5
19070,90,100000,0,0,2,2,2018,5
291941,90,10000000,0,0,2,2,2018,5
596,91,100000,0,0,3,8,2017,4
1655,91,100000,0,0,2,2,2018,4.5
165888,91,5000000,0,0,3,15,2018,4.5
165928,91,5000000,0,0,3,15,2018,4.5
264755,91,10000000,0,0,3,2,2018,4.5
214777,91,5000000,0,0,1,9,2018,4.5
214819,91,5000000,0,0,1,9,2018,4.5
4490,92,100000,0,0,2,2,2017,3.5
42529,92,500000,1,1.99,3,2,2016,4
1995,92,500000,0,0,3,2,2018,4
2468063,92,50000000,0,0,3,2,2018,4.5
2468915,92,50000000,0,0,3,2,2018,4.5
8389714,92,100000000,0,0,3,11,2018,4.5
155694,92,1000000,0,0,3,4,2018,5
42079,93,5000000,0,0,1,4,2018,4.5
5785,93,500000,0,0,3,11,2017,4.5
212524,93,5000000,0,0,1,15,2018,4.5
807338,93,10000000,0,0,3,14,2018,5
16073,94,500000,0,0,4,2,2017,4
40847,94,1000000,0,0,1,2,2016,4.5
10055521,94,100000000,0,0,1,12,2018,4.5
21107,95,100000,0,0,1,10,2018,4.5
43055,95,5000000,0,0,1,8,2018,4.5
189773,95,5000000,0,0,3,15,2018,4.5
6427773,95,100000000,0,0,1,6,2018,4.5
15829,95,1000000,0,0,1,11,2018,5
47386,96,1000000,0,0,1,11,2018,4
29990,96,1000000,0,0,3,2,2017,4
11408,96,1000000,0,0,3,2,2018,4.5
9951,96,1000000,0,0,4,3,2016,4.5
13604,96,1000000,1,0.99,3,2,2018,4.5
4637439,96,100000000,0,0,2,3,2018,4.5
4638163,96,100000000,0,0,2,3,2018,4.5
23599,96,100000,0,0,3,2,2018,4.5
73539,96,1000000,0,0,4,15,2018,4.5
58575,96,1000000,0,0,3,2,2018,5
5418675,96,100000000,0,0,1,16,2018,5
5419676,96,100000000,0,0,1,16,2018,5
5419676,96,100000000,0,0,1,16,2018,5
450,97,10000,0,0,1,1,2018,2.5
90218,97,1000000,0,0,3,13,2018,4
162530,97,10000000,0,0,4,11,2018,4
5565856,97,100000000,0,0,1,3,2018,4.5
5566669,97,100000000,0,0,1,3,2018,4.5
5566805,97,100000000,0,0,1,3,2018,4.5
5566889,97,100000000,0,0,1,3,2018,4.5
5566908,97,100000000,0,0,1,3,2018,4.5
23133508,97,100000000,0,0,2,13,2018,5
23134775,97,100000000,0,0,2,13,2018,5
23136735,97,100000000,0,0,2,13,2018,5
174755,98,10000000,0,0,2,3,2018,4.5
93033,98,5000000,0,0,3,13,2018,4.5
44891723,98,100000000,0,0,2,13,2018,5
44891723,98,100000000,0,0,2,13,2018,5
44893888,98,100000000,0,0,2,13,2018,5
30008,99,1000000,0,0,4,11,2017,4
74842,99,5000000,0,0,3,2,2016,4.5
154519,99,10000000,0,0,4,2,2017,4.5
17453,99,1000000,0,0,4,11,2018,4.5
187972,99,5000000,0,0,3,15,2018,4.5
32496,99,1000000,1,0.99,3,2,2018,4.5
45871,99,5000000,0,0,3,2,2017,4.5
70747,99,5000000,0,0,3,2,2018,4.5
438911,99,10000000,0,0,3,2,2018,4.5
452589,99,10000000,0,0,4,2,2018,4.5
499483,99,10000000,0,0,3,8,2018,4.5
579519,99,10000000,0,0,4,2,2018,4.5
8219586,99,100000000,0,0,3,2,2018,4.5
3432,99,1000000,0,0,4,2,2017,4.5
16162,99,100000,1,2.99,3,2,2017,4.5
183846,99,10000000,0,0,1,2,2018,4.5
184210,99,10000000,0,0,1,2,2018,4.5
185382,99,10000000,0,0,1,2,2018,4.5
9881829,99,100000000,0,0,1,12,2018,4.5
9881908,99,100000000,0,0,1,12,2018,4.5
9883367,99,100000000,0,0,1,12,2018,4.5
1226514,99,10000000,0,0,3,2,2018,5
1327265,99,50000000,0,0,3,11,2017,5
1327269,99,50000000,0,0,3,11,2017,5
416540,99,10000000,0,0,2,15,2018,5
151,100,10000,0,0,1,11,2018,4
22435,100,1000000,0,0,3,2,2018,4
254518,100,10000000,0,0,4,2,2018,4
38419,100,1000000,1,0.99,2,2,2018,4.5
531458,100,5000000,0,0,1,16,2018,4.5
6071542,100,100000000,0,0,3,3,2018,4.5
6074334,100,100000000,0,0,3,3,2018,4.5
6074627,100,100000000,0,0,3,3,2018,4.5
3543,47.265,1000000,0,0,3,1,2018,4
4257,47.265,500000,0,0,1,4,2018,4
35572,47.265,1000000,0,0,3,3,2013,4
6200,47.265,500000,0,0,2,11,2018,4
271214,47.265,10000000,0,0,3,3,2018,4
484981,47.265,10000000,0,0,2,13,2018,4
995002,47.265,10000000,0,0,4,8,2018,4
389,47.265,10000,0,0,3,4,2018,4.5
66894,47.265,1000000,0,0,2,11,2018,4.5
94661,47.265,1000000,0,0,3,2,2018,4.5
1703479,47.265,100000000,0,0,1,3,2018,4.5
1728557,47.265,50000000,0,0,1,1,2017,4.5
4355,47.265,1000000,0,0,1,12,2017,4.5
26247,47.265,1000000,0,0,3,15,2018,4.5
51787,47.265,5000000,0,0,1,3,2018,4.5
74902,47.265,5000000,0,0,1,11,2016,4.5
93608,47.265,10000000,0,0,1,2,2018,4.5
107497,47.265,1000000,0,0,1,11,2016,4.5
128579,47.265,5000000,0,0,1,2,2018,4.5
214923,47.265,5000000,0,0,1,6,2018,4.5
304106,47.265,10000000,0,0,3,8,2018,4.5
401643,47.265,10000000,0,0,3,2,2018,4.5
828489,47.265,50000000,0,0,1,10,2018,4.5
22773,47.265,1000000,0,0,4,2,2018,4.5
23005,47.265,5000000,0,0,1,3,2018,4.5
23043,47.265,5000000,0,0,1,3,2018,4.5
38957,47.265,1000000,0,0,1,14,2018,4.5
52199,47.265,1000000,0,0,3,7,2017,4.5
331692,47.265,10000000,0,0,1,11,2018,4.5
711719,47.265,10000000,0,0,1,5,2018,4.5
1000417,47.265,50000000,0,0,3,2,2018,4.5
1000417,47.265,50000000,0,0,3,2,2018,4.5
1003269,47.265,50000000,0,0,3,2,2018,4.5
1004709,47.265,50000000,0,0,3,2,2018,4.5
1083571,47.265,50000000,0,0,1,3,2018,4.5
1305050,47.265,50000000,0,0,2,8,2018,4.5
1704112,47.265,50000000,0,0,1,5,2018,4.5
1841061,47.265,50000000,0,0,3,14,2018,4.5
29168,47.265,1000000,0,0,1,11,2018,4.5
30253,47.265,1000000,0,0,1,12,2018,4.5
61746,47.265,500000,0,0,3,7,2016,4.5
70351,47.265,5000000,0,0,1,3,2018,4.5
104303,47.265,10000000,0,0,1,3,2018,4.5
135739,47.265,5000000,0,0,1,5,2018,4.5
153381,47.265,10000000,0,0,3,2,2018,4.5
153649,47.265,10000000,0,0,3,2,2018,4.5
275447,47.265,10000000,0,0,2,3,2018,4.5
276105,47.265,10000000,0,0,2,3,2018,4.5
382100,47.265,10000000,0,0,3,7,2018,4.5
562345,47.265,10000000,0,0,3,7,2018,4.5
1107197,47.265,10000000,0,0,3,8,2018,4.5
1107310,47.265,10000000,0,0,3,8,2018,4.5
4918776,47.265,100000000,0,0,2,3,2018,4.5
5231553,47.265,100000000,0,0,1,2,2017,4.5
696,47.265,100000,0,0,1,2,2018,4.5
17263,47.265,500000,0,0,1,1,2017,4.5
30515,47.265,1000000,0,0,3,7,2018,4.5
80678,47.265,5000000,0,0,4,2,2018,4.5
197979,47.265,1000000,0,0,3,1,2018,4.5
216849,47.265,10000000,0,0,1,8,2018,4.5
343263,47.265,10000000,0,0,2,2,2018,4.5
592068,47.265,50000000,0,0,1,10,2018,4.5
592282,47.265,50000000,0,0,1,10,2018,4.5
592504,47.265,50000000,0,0,1,10,2018,4.5
592504,47.265,50000000,0,0,1,10,2018,4.5
785622,47.265,50000000,0,0,1,10,2018,4.5
1468591,47.265,50000000,0,0,4,2,2018,4.5
1468638,47.265,50000000,0,0,4,2,2018,4.5
2586261,47.265,100000000,0,0,1,11,2018,4.5
10216538,47.265,100000000,0,0,2,12,2018,4.5
14891223,47.265,500000000,0,0,1,12,2018,4.5
14892469,47.265,500000000,0,0,1,12,2018,4.5
102107,47.265,5000000,0,0,2,13,2018,5
155186,47.265,10000000,0,0,1,9,2018,5
293086,47.265,5000000,0,0,1,2,2015,5
506275,47.265,10000000,0,0,1,3,2018,5
506275,47.265,10000000,0,0,1,3,2018,5
506593,47.265,10000000,0,0,1,3,2018,5
1123190,47.265,10000000,0,0,3,1,2018,5
1480182,47.265,10000000,0,0,1,12,2018,5
1480189,47.265,10000000,0,0,1,12,2018,5
2157930,47.265,10000000,0,0,1,9,2018,5
2157930,47.265,10000000,0,0,1,9,2018,5
2158580,47.265,10000000,0,0,1,9,2018,5
2750410,47.265,100000000,0,0,1,11,2018,5
2750645,47.265,100000000,0,0,1,11,2018,5
3093358,47.265,10000000,0,0,1,12,2018,5
3093932,47.265,10000000,0,0,1,12,2018,5
4128732,47.265,50000000,0,0,1,12,2018,5
4129665,47.265,50000000,0,0,1,12,2018,5
7657490,47.265,100000000,0,0,4,2,2018,5
7671249,47.265,100000000,0,0,4,2,2018,5
7672495,47.265,100000000,0,0,4,2,2018,5
7672495,47.265,100000000,0,0,4,2,2018,5
7674252,47.265,100000000,0,0,4,2,2018,5
7674252,47.265,100000000,0,0,4,2,2018,5
4328,47.265,100000,1,2.99,2,11,2018,5
1351068,47.265,10000000,0,0,1,9,2018,5
1351089,47.265,10000000,0,0,1,9,2018,5
1351771,47.265,10000000,0,0,1,9,2018,5
1534466,47.265,50000000,0,0,3,2,2018,5
1535084,47.265,50000000,0,0,3,2,2018,5
1535581,47.265,50000000,0,0,3,2,2018,5
1535973,47.265,50000000,0,0,3,2,2018,5
1535973,47.265,50000000,0,0,3,2,2018,5
1536349,47.265,50000000,0,0,3,2,2018,5
1559650,47.265,50000000,0,0,1,2,2018,5
1889250,47.265,50000000,0,0,1,9,2018,5
1889582,47.265,50000000,0,0,1,9,2018,5
8118880,47.265,100000000,0,0,1,3,2018,5
8191,47.265,100000,0,0,1,4,2018,5
